Goroutine	Total		Execution time	Block time (preempted)	Block time (syscall)	Sched wait time	Syscall execution time	Unknown time
24749	23.332840704s		783.872µs	0s	0s	23.332056832s	0s	0s
24850	23.332810368s		771.264µs	0s	0s	23.332039104s	0s	0s
24557	23.332698688s		771.2µs	0s	0s	23.331927488s	0s	0s
24633	23.332432448s		771.2µs	0s	0s	23.331661248s	0s	0s
24456	23.332379712s		771.2µs	0s	0s	23.331608512s	0s	0s
24748	23.332056896s		771.2µs	0s	0s	23.331285696s	0s	0s
24556	23.33192768s		771.2µs	0s	0s	23.33115648s	0s	0s
24632	23.331661248s		771.2µs	0s	0s	23.330890048s	0s	0s
24455	23.33160864s		771.2µs	0s	0s	23.33083744s	0s	0s
24747	23.331303168s		771.2µs	0s	0s	23.330531968s	0s	0s
24555	23.331174656s		771.136µs	0s	0s	23.33040352s	0s	0s
24631	23.330890048s		771.2µs	0s	0s	23.330118848s	0s	0s
24454	23.330837504s		771.2µs	0s	0s	23.330066304s	0s	0s
24746	23.330532032s		771.136µs	0s	0s	23.329760896s	0s	0s
24554	23.330403648s		771.2µs	0s	0s	23.329632448s	0s	0s
24630	23.330118912s		771.2µs	0s	0s	23.329347712s	0s	0s
24453	23.330066304s		771.264µs	0s	0s	23.32929504s	0s	0s
24745	23.32976704s		771.2µs	0s	0s	23.32899584s	0s	0s
24553	23.329632512s		771.136µs	0s	0s	23.328861376s	0s	0s
24629	23.329347776s		771.264µs	0s	0s	23.328576512s	0s	0s
24452	23.329295104s		771.264µs	0s	0s	23.32852384s	0s	0s
24744	23.328995904s		771.2µs	0s	0s	23.328224704s	0s	0s
24552	23.32886144s		771.136µs	0s	0s	23.328090304s	0s	0s
24628	23.328576512s		771.2µs	0s	0s	23.327805312s	0s	0s
24451	23.328524032s		771.328µs	0s	0s	23.327752704s	0s	0s
24743	23.328224768s		771.2µs	0s	0s	23.327453568s	0s	0s
24551	23.328090368s		771.2µs	0s	0s	23.327319168s	0s	0s
24627	23.32780544s		771.2µs	0s	0s	23.32703424s	0s	0s
24450	23.327751232s		785.792µs	0s	0s	23.32696544s	0s	0s
24742	23.327453568s		771.328µs	0s	0s	23.32668224s	0s	0s
24550	23.327319232s		778.176µs	0s	0s	23.326541056s	0s	0s
24626	23.327034048s		799.168µs	0s	0s	23.32623488s	0s	0s
24449	23.32696544s		771.264µs	0s	0s	23.326194176s	0s	0s
24741	23.326680768s		784.832µs	0s	0s	23.325895936s	0s	0s
24549	23.326541056s		774.336µs	0s	0s	23.32576672s	0s	0s
24625	23.326234944s		771.264µs	0s	0s	23.32546368s	0s	0s
24448	23.326194048s		771.2µs	0s	0s	23.325422848s	0s	0s
24740	23.325895872s		779.136µs	0s	0s	23.325116736s	0s	0s
24548	23.32576672s		771.2µs	0s	0s	23.32499552s	0s	0s
24624	23.325463616s		772.8µs	0s	0s	23.324690816s	0s	0s
24447	23.325422784s		773.44µs	0s	0s	23.324649344s	0s	0s
24739	23.3251168s		771.392µs	0s	0s	23.324345408s	0s	0s
24547	23.325105664s		773.76µs	0s	0s	23.324331904s	0s	0s
24623	23.324690752s		773.312µs	0s	0s	23.32391744s	0s	0s
24446	23.324647616s		978.624µs	0s	0s	23.323668992s	0s	0s
24738	23.324343744s		861.888µs	0s	0s	23.323481856s	0s	0s
24546	23.324331712s		1.011904ms	0s	0s	23.323319808s	0s	0s
24622	23.323916224s		912.256µs	0s	0s	23.323003968s	0s	0s
24445	23.323669632s		771.136µs	0s	0s	23.322898496s	0s	0s
24737	23.323481728s		840.576µs	0s	0s	23.322641152s	0s	0s
24545	23.323481472s		771.2µs	0s	0s	23.322710272s	0s	0s
24621	23.323004096s		771.2µs	0s	0s	23.322232896s	0s	0s
24544	23.322710336s		771.136µs	0s	0s	23.3219392s	0s	0s
24736	23.32264096s		771.2µs	0s	0s	23.32186976s	0s	0s
24573	23.322349824s		771.2µs	0s	0s	23.321578624s	0s	0s
24620	23.32223296s		771.2µs	0s	0s	23.32146176s	0s	0s
24443	23.322144128s		771.136µs	0s	0s	23.321372992s	0s	0s
24543	23.321939328s		771.264µs	0s	0s	23.321168064s	0s	0s
24735	23.321869504s		771.2µs	0s	0s	23.321098304s	0s	0s
24442	23.321372992s		771.2µs	0s	0s	23.320601792s	0s	0s
24542	23.321168192s		771.2µs	0s	0s	23.320396992s	0s	0s
24734	23.321098304s		771.2µs	0s	0s	23.320327104s	0s	0s
24849	23.320994304s		771.264µs	0s	0s	23.32022304s	0s	0s
24619	23.32071744s		771.264µs	0s	0s	23.319946176s	0s	0s
24441	23.320600768s		771.2µs	0s	0s	23.319829568s	0s	0s
24541	23.320397056s		771.264µs	0s	0s	23.319625792s	0s	0s
24733	23.320327168s		771.2µs	0s	0s	23.319555968s	0s	0s
24618	23.31994464s		773.376µs	0s	0s	23.319171264s	0s	0s
24440	23.319829568s		771.2µs	0s	0s	23.319058368s	0s	0s
24540	23.3196256s		777.472µs	0s	0s	23.318848128s	0s	0s
24732	23.319556032s		771.264µs	0s	0s	23.318784768s	0s	0s
24617	23.319171392s		771.2µs	0s	0s	23.318400192s	0s	0s
24439	23.31906432s		774.272µs	0s	0s	23.318290048s	0s	0s
24539	23.31886368s		825.088µs	0s	0s	23.318038592s	0s	0s
24731	23.318801472s		799.36µs	0s	0s	23.318002112s	0s	0s
24616	23.318400256s		771.392µs	0s	0s	23.317628864s	0s	0s
24438	23.318290112s		772.48µs	0s	0s	23.317517632s	0s	0s
24538	23.318037632s		849.28µs	0s	0s	23.317188352s	0s	0s
24730	23.317998976s		817.28µs	0s	0s	23.317181696s	0s	0s
24615	23.317628928s		771.2µs	0s	0s	23.316857728s	0s	0s
24437	23.317517632s		784.96µs	0s	0s	23.316732672s	0s	0s
24537	23.317186688s		830.336µs	0s	0s	23.316356352s	0s	0s
24729	23.317181568s		771.2µs	0s	0s	23.316410368s	0s	0s
24614	23.316857856s		771.136µs	0s	0s	23.31608672s	0s	0s
24436	23.31673248s		773.248µs	0s	0s	23.315959232s	0s	0s
24728	23.316410176s		808.96µs	0s	0s	23.315601216s	0s	0s
24536	23.316356416s		771.2µs	0s	0s	23.315585216s	0s	0s
24613	23.316086784s		771.2µs	0s	0s	23.315315584s	0s	0s
24435	23.31595936s		771.2µs	0s	0s	23.31518816s	0s	0s
24727	23.315607168s		771.2µs	0s	0s	23.314835968s	0s	0s
24535	23.31558528s		773.184µs	0s	0s	23.314812096s	0s	0s
24612	23.315315648s		771.2µs	0s	0s	23.314544448s	0s	0s
24434	23.31518816s		775.04µs	0s	0s	23.31441312s	0s	0s
24726	23.314836032s		773.056µs	0s	0s	23.314062976s	0s	0s
24534	23.314812032s		772.544µs	0s	0s	23.314039488s	0s	0s
24611	23.314544384s		772.992µs	0s	0s	23.313771392s	0s	0s
24433	23.314413248s		771.2µs	0s	0s	23.313642048s	0s	0s
24725	23.314062912s		771.2µs	0s	0s	23.313291712s	0s	0s
24533	23.314039616s		771.2µs	0s	0s	23.313268416s	0s	0s
24610	23.3137712s		771.2µs	0s	0s	23.313s	0s	0s
24432	23.313642048s		771.2µs	0s	0s	23.312870848s	0s	0s
24724	23.313291648s		771.2µs	0s	0s	23.312520448s	0s	0s
24532	23.31326848s		771.2µs	0s	0s	23.31249728s	0s	0s
24609	23.313000128s		771.2µs	0s	0s	23.312228928s	0s	0s
24431	23.312870912s		771.264µs	0s	0s	23.312099648s	0s	0s
24723	23.312520704s		771.2µs	0s	0s	23.311749504s	0s	0s
24531	23.312497472s		771.136µs	0s	0s	23.311726336s	0s	0s
24608	23.312228992s		771.2µs	0s	0s	23.311457792s	0s	0s
24430	23.312099584s		771.136µs	0s	0s	23.311328448s	0s	0s
24722	23.311749312s		771.2µs	0s	0s	23.310978112s	0s	0s
24530	23.3117264s		771.264µs	0s	0s	23.310955136s	0s	0s
24607	23.311457856s		771.2µs	0s	0s	23.310686656s	0s	0s
24429	23.311328512s		771.2µs	0s	0s	23.310557312s	0s	0s
24327	23.311305344s		771.2µs	0s	0s	23.310534144s	0s	0s
24721	23.310977984s		774.528µs	0s	0s	23.310203456s	0s	0s
24529	23.310960704s		771.2µs	0s	0s	23.310189504s	0s	0s
24606	23.310686656s		771.2µs	0s	0s	23.309915456s	0s	0s
24326	23.310534144s		771.2µs	0s	0s	23.309762944s	0s	0s
24528	23.310189632s		774.208µs	0s	0s	23.309415424s	0s	0s
24605	23.309915328s		774.144µs	0s	0s	23.309141184s	0s	0s
24428	23.309785216s		771.2µs	0s	0s	23.309014016s	0s	0s
24325	23.309762816s		771.2µs	0s	0s	23.308991616s	0s	0s
24720	23.309666688s		771.2µs	0s	0s	23.308895488s	0s	0s
24527	23.309415424s		771.2µs	0s	0s	23.308644224s	0s	0s
24604	23.309141248s		771.264µs	0s	0s	23.308369984s	0s	0s
24427	23.309040128s		771.328µs	0s	0s	23.3082688s	0s	0s
24324	23.308991232s		771.328µs	0s	0s	23.308219904s	0s	0s
24526	23.308644224s		771.2µs	0s	0s	23.307873024s	0s	0s
24603	23.3083872s		771.328µs	0s	0s	23.307615872s	0s	0s
24426	23.308267328s		1.066688ms	0s	0s	23.30720064s	0s	0s
24323	23.308218944s		1.0768ms	0s	0s	23.307142144s	0s	0s
24525	23.307872832s		976.768µs	0s	0s	23.306896064s	0s	0s
24602	23.307614336s		1.051072ms	0s	0s	23.306563264s	0s	0s
24425	23.307200704s		771.136µs	0s	0s	23.306429568s	0s	0s
24322	23.307142144s		771.2µs	0s	0s	23.306370944s	0s	0s
24524	23.306896128s		771.2µs	0s	0s	23.306124928s	0s	0s
24601	23.306573696s		771.2µs	0s	0s	23.305802496s	0s	0s
24424	23.306429632s		771.2µs	0s	0s	23.305658432s	0s	0s
24321	23.30637088s		771.2µs	0s	0s	23.30559968s	0s	0s
24523	23.306142272s		771.136µs	0s	0s	23.305371136s	0s	0s
24600	23.30580256s		771.2µs	0s	0s	23.30503136s	0s	0s
24423	23.30565856s		773.888µs	0s	0s	23.304884672s	0s	0s
24320	23.305599744s		772.864µs	0s	0s	23.30482688s	0s	0s
24522	23.3053712s		773.696µs	0s	0s	23.304597504s	0s	0s
24599	23.305031296s		775.744µs	0s	0s	23.304255552s	0s	0s
24422	23.30488448s		775.808µs	0s	0s	23.304108672s	0s	0s
24319	23.30482688s		775.296µs	0s	0s	23.304051584s	0s	0s
24521	23.304597568s		771.2µs	0s	0s	23.303826368s	0s	0s
24598	23.304255552s		771.2µs	0s	0s	23.303484352s	0s	0s
24421	23.304114688s		771.2µs	0s	0s	23.303343488s	0s	0s
24318	23.304051648s		771.264µs	0s	0s	23.303280384s	0s	0s
24520	23.303826368s		771.2µs	0s	0s	23.303055168s	0s	0s
24597	23.303484352s		771.2µs	0s	0s	23.302713152s	0s	0s
24420	23.303343488s		771.2µs	0s	0s	23.302572288s	0s	0s
24317	23.303280256s		771.2µs	0s	0s	23.302509056s	0s	0s
24519	23.303055296s		771.2µs	0s	0s	23.302284096s	0s	0s
24596	23.302713216s		771.392µs	0s	0s	23.301941824s	0s	0s
24419	23.302572352s		775.168µs	0s	0s	23.301797184s	0s	0s
24316	23.302509568s		772.608µs	0s	0s	23.30173696s	0s	0s
24518	23.30228416s		771.328µs	0s	0s	23.301512832s	0s	0s
24595	23.30194048s		797.504µs	0s	0s	23.301142976s	0s	0s
24418	23.301795776s		806.464µs	0s	0s	23.300989312s	0s	0s
24517	23.301511424s		873.344µs	0s	0s	23.30063808s	0s	0s
24444	23.301480256s		807.616µs	0s	0s	23.30067264s	0s	0s
24594	23.301142528s		824.064µs	0s	0s	23.300318464s	0s	0s
24417	23.300989376s		771.2µs	0s	0s	23.300218176s	0s	0s
24314	23.300950656s		808.64µs	0s	0s	23.300142016s	0s	0s
24516	23.300637632s		819.84µs	0s	0s	23.299817792s	0s	0s
24593	23.300316992s		809.856µs	0s	0s	23.299507136s	0s	0s
24416	23.300218048s		771.2µs	0s	0s	23.299446848s	0s	0s
24313	23.30014752s		771.2µs	0s	0s	23.29937632s	0s	0s
24515	23.299817984s		771.2µs	0s	0s	23.299046784s	0s	0s
24197	23.299804352s		771.136µs	0s	0s	23.299033216s	0s	0s
24592	23.299506496s		795.2µs	0s	0s	23.298711296s	0s	0s
24415	23.299446912s		771.2µs	0s	0s	23.298675712s	0s	0s
24312	23.299376384s		771.2µs	0s	0s	23.298605184s	0s	0s
24514	23.29904608s		771.2µs	0s	0s	23.29827488s	0s	0s
24196	23.299033216s		771.136µs	0s	0s	23.29826208s	0s	0s
24414	23.298675776s		771.2µs	0s	0s	23.297904576s	0s	0s
24311	23.298605184s		771.2µs	0s	0s	23.297833984s	0s	0s
24513	23.29827488s		771.2µs	0s	0s	23.29750368s	0s	0s
24195	23.298262272s		771.2µs	0s	0s	23.297491072s	0s	0s
24413	23.297904384s		774.464µs	0s	0s	23.29712992s	0s	0s
24310	23.297833984s		771.2µs	0s	0s	23.297062784s	0s	0s
24512	23.297503744s		771.2µs	0s	0s	23.296732544s	0s	0s
24194	23.297491072s		771.2µs	0s	0s	23.296719872s	0s	0s
24412	23.297130048s		771.2µs	0s	0s	23.296358848s	0s	0s
24511	23.296738112s		771.136µs	0s	0s	23.295966976s	0s	0s
24193	23.296719872s		771.2µs	0s	0s	23.295948672s	0s	0s
24411	23.296375488s		771.2µs	0s	0s	23.295604288s	0s	0s
24309	23.29629088s		771.2µs	0s	0s	23.29551968s	0s	0s
24591	23.296182464s		771.2µs	0s	0s	23.295411264s	0s	0s
24510	23.295966976s		771.264µs	0s	0s	23.295195712s	0s	0s
24192	23.295948608s		775.616µs	0s	0s	23.295172992s	0s	0s
24410	23.295603904s		783.104µs	0s	0s	23.2948208s	0s	0s
24308	23.295519552s		774.464µs	0s	0s	23.294745088s	0s	0s
24509	23.295195776s		775.488µs	0s	0s	23.294420288s	0s	0s
24191	23.295164352s		775.744µs	0s	0s	23.294388608s	0s	0s
24409	23.294819072s		773.504µs	0s	0s	23.294045568s	0s	0s
24307	23.294745216s		771.2µs	0s	0s	23.293974016s	0s	0s
24190	23.294388672s		771.2µs	0s	0s	23.293617472s	0s	0s
24408	23.294045376s		771.2µs	0s	0s	23.293274176s	0s	0s
24306	23.29397408s		771.264µs	0s	0s	23.293202816s	0s	0s
24590	23.293963072s		771.2µs	0s	0s	23.293191872s	0s	0s
24508	23.29364832s		771.2µs	0s	0s	23.29287712s	0s	0s
24189	23.293617536s		771.2µs	0s	0s	23.292846336s	0s	0s
24407	23.293274176s		771.2µs	0s	0s	23.292502976s	0s	0s
24305	23.293201536s		771.2µs	0s	0s	23.292430336s	0s	0s
24507	23.29289472s		771.2µs	0s	0s	23.29212352s	0s	0s
24188	23.292846272s		771.328µs	0s	0s	23.292074944s	0s	0s
24406	23.292502976s		771.328µs	0s	0s	23.291731648s	0s	0s
24304	23.292430144s		771.264µs	0s	0s	23.29165888s	0s	0s
24506	23.292123584s		771.264µs	0s	0s	23.29135232s	0s	0s
24187	23.292098816s		1.005824ms	0s	0s	23.291092992s	0s	0s
24405	23.291730816s		880.64µs	0s	0s	23.290850176s	0s	0s
24303	23.29165728s		987.84µs	0s	0s	23.29066944s	0s	0s
24505	23.29135168s		950.656µs	0s	0s	23.290401024s	0s	0s
24404	23.290850048s		785.856µs	0s	0s	23.290064192s	0s	0s
24315	23.290834816s		771.136µs	0s	0s	23.29006368s	0s	0s
24302	23.290669504s		771.2µs	0s	0s	23.289898304s	0s	0s
24504	23.290401088s		771.2µs	0s	0s	23.289629888s	0s	0s
24185	23.290321792s		771.2µs	0s	0s	23.289550592s	0s	0s
24403	23.290070208s		771.2µs	0s	0s	23.289299008s	0s	0s
24301	23.289898304s		771.136µs	0s	0s	23.289127168s	0s	0s
24503	23.289629888s		771.2µs	0s	0s	23.288858688s	0s	0s
24184	23.289550656s		771.2µs	0s	0s	23.288779456s	0s	0s
24402	23.289299072s		771.136µs	0s	0s	23.288527936s	0s	0s
24300	23.289127296s		773.184µs	0s	0s	23.288354112s	0s	0s
24502	23.288858688s		771.2µs	0s	0s	23.288087488s	0s	0s
24183	23.28877952s		771.2µs	0s	0s	23.28800832s	0s	0s
24401	23.288527936s		771.2µs	0s	0s	23.287756736s	0s	0s
24299	23.288371648s		771.2µs	0s	0s	23.287600448s	0s	0s
24501	23.288087552s		771.2µs	0s	0s	23.287316352s	0s	0s
24182	23.28800832s		771.136µs	0s	0s	23.287237184s	0s	0s
24400	23.2877568s		771.2µs	0s	0s	23.2869856s	0s	0s
24298	23.287600512s		771.136µs	0s	0s	23.286829376s	0s	0s
24500	23.287316416s		771.2µs	0s	0s	23.286545216s	0s	0s
24181	23.287237184s		771.2µs	0s	0s	23.286465984s	0s	0s
24399	23.286985664s		771.2µs	0s	0s	23.286214464s	0s	0s
24297	23.28682944s		771.2µs	0s	0s	23.28605824s	0s	0s
24499	23.286545472s		771.2µs	0s	0s	23.285774272s	0s	0s
24180	23.286465984s		771.264µs	0s	0s	23.28569472s	0s	0s
24398	23.286214592s		771.328µs	0s	0s	23.285443264s	0s	0s
24296	23.28605792s		772.992µs	0s	0s	23.285284928s	0s	0s
24498	23.285774272s		771.264µs	0s	0s	23.285003008s	0s	0s
24179	23.2856944s		904.448µs	0s	0s	23.284789952s	0s	0s
24397	23.285441856s		824.448µs	0s	0s	23.284617408s	0s	0s
24295	23.285290432s		771.2µs	0s	0s	23.284519232s	0s	0s
24497	23.285002688s		823.36µs	0s	0s	23.284179328s	0s	0s
24178	23.284789504s		777.152µs	0s	0s	23.284012352s	0s	0s
24396	23.284617408s		774.656µs	0s	0s	23.283842752s	0s	0s
24294	23.284519296s		771.2µs	0s	0s	23.283748096s	0s	0s
24496	23.284179392s		771.2µs	0s	0s	23.283408192s	0s	0s
24177	23.284012096s		807.04µs	0s	0s	23.283205056s	0s	0s
24395	23.283858368s		823.04µs	0s	0s	23.283035328s	0s	0s
24293	23.283748096s		772.416µs	0s	0s	23.28297568s	0s	0s
24495	23.283408192s		782.144µs	0s	0s	23.282626048s	0s	0s
24176	23.283205056s		771.2µs	0s	0s	23.282433856s	0s	0s
24394	23.28303488s		771.2µs	0s	0s	23.28226368s	0s	0s
24292	23.282975744s		771.2µs	0s	0s	23.282204544s	0s	0s
24494	23.282626048s		771.136µs	0s	0s	23.281854912s	0s	0s
24175	23.28243392s		771.2µs	0s	0s	23.28166272s	0s	0s
24393	23.282263744s		771.136µs	0s	0s	23.281492608s	0s	0s
24291	23.282204736s		771.2µs	0s	0s	23.281433536s	0s	0s
24493	23.28186048s		771.2µs	0s	0s	23.28108928s	0s	0s
24174	23.281662784s		771.264µs	0s	0s	23.28089152s	0s	0s
24392	23.281492544s		771.136µs	0s	0s	23.280721408s	0s	0s
24290	23.281433536s		771.2µs	0s	0s	23.280662336s	0s	0s
24492	23.281089408s		771.2µs	0s	0s	23.280318208s	0s	0s
24173	23.28089152s		775.552µs	0s	0s	23.280115968s	0s	0s
24391	23.280721344s		771.2µs	0s	0s	23.279950144s	0s	0s
24289	23.2806624s		771.2µs	0s	0s	23.2798912s	0s	0s
24491	23.280336768s		771.136µs	0s	0s	23.279565632s	0s	0s
24172	23.28011616s		771.2µs	0s	0s	23.27934496s	0s	0s
24390	23.279950144s		771.136µs	0s	0s	23.279179008s	0s	0s
24288	23.279891008s		771.2µs	0s	0s	23.279119808s	0s	0s
24490	23.279565696s		771.2µs	0s	0s	23.278794496s	0s	0s
24171	23.279362112s		771.136µs	0s	0s	23.278590976s	0s	0s
24389	23.279179072s		771.2µs	0s	0s	23.278407872s	0s	0s
24287	23.279119872s		774.4µs	0s	0s	23.278345472s	0s	0s
24489	23.278794496s		771.2µs	0s	0s	23.278023296s	0s	0s
24170	23.278590912s		771.136µs	0s	0s	23.277819776s	0s	0s
24388	23.278407936s		771.2µs	0s	0s	23.277636736s	0s	0s
24286	23.278345472s		771.2µs	0s	0s	23.277574272s	0s	0s
24488	23.27802336s		773.184µs	0s	0s	23.277250176s	0s	0s
24169	23.277825216s		771.2µs	0s	0s	23.277054016s	0s	0s
24387	23.277636992s		771.136µs	0s	0s	23.276865856s	0s	0s
24285	23.277574336s		771.2µs	0s	0s	23.276803136s	0s	0s
24487	23.277250304s		771.2µs	0s	0s	23.276479104s	0s	0s
24168	23.27705408s		771.2µs	0s	0s	23.27628288s	0s	0s
24386	23.2768656s		771.2µs	0s	0s	23.2760944s	0s	0s
24284	23.2768032s		771.264µs	0s	0s	23.276031936s	0s	0s
24486	23.276479232s		771.2µs	0s	0s	23.275708032s	0s	0s
24167	23.276282752s		773.504µs	0s	0s	23.275509248s	0s	0s
24385	23.276099776s		771.328µs	0s	0s	23.275328448s	0s	0s
24283	23.27604896s		774.72µs	0s	0s	23.27527424s	0s	0s
24485	23.275707968s		771.648µs	0s	0s	23.27493632s	0s	0s
24166	23.275507776s		1.042816ms	0s	0s	23.27446496s	0s	0s
24384	23.275327296s		935.744µs	0s	0s	23.274391552s	0s	0s
24282	23.275272768s		1.06368ms	0s	0s	23.274209088s	0s	0s
24484	23.274935296s		989.056µs	0s	0s	23.27394624s	0s	0s
24383	23.274391552s		811.456µs	0s	0s	23.273580096s	0s	0s
24281	23.27420896s		771.2µs	0s	0s	23.27343776s	0s	0s
24483	23.273946432s		771.264µs	0s	0s	23.273175168s	0s	0s
24165	23.27369312s		771.2µs	0s	0s	23.27292192s	0s	0s
24382	23.273580096s		771.136µs	0s	0s	23.27280896s	0s	0s
24280	23.273437696s		771.2µs	0s	0s	23.272666496s	0s	0s
24589	23.27330272s		771.2µs	0s	0s	23.27253152s	0s	0s
24482	23.273173696s		771.2µs	0s	0s	23.272402496s	0s	0s
24164	23.272921792s		774.208µs	0s	0s	23.272147584s	0s	0s
24381	23.27280896s		773.504µs	0s	0s	23.272035456s	0s	0s
24279	23.272666496s		775.68µs	0s	0s	23.271890816s	0s	0s
24481	23.272402368s		771.2µs	0s	0s	23.271631168s	0s	0s
24163	23.27214784s		771.2µs	0s	0s	23.27137664s	0s	0s
24380	23.27203552s		771.136µs	0s	0s	23.271264384s	0s	0s
24278	23.271890816s		771.2µs	0s	0s	23.271119616s	0s	0s
24480	23.271631232s		774.144µs	0s	0s	23.270857088s	0s	0s
24162	23.271376768s		771.2µs	0s	0s	23.270605568s	0s	0s
24379	23.271281408s		771.2µs	0s	0s	23.270510208s	0s	0s
24277	23.27112512s		771.2µs	0s	0s	23.27035392s	0s	0s
24479	23.270857152s		771.136µs	0s	0s	23.270086016s	0s	0s
24161	23.270605632s		771.264µs	0s	0s	23.269834368s	0s	0s
24378	23.270510208s		771.2µs	0s	0s	23.269739008s	0s	0s
24276	23.270353792s		771.264µs	0s	0s	23.269582528s	0s	0s
24478	23.27008608s		771.2µs	0s	0s	23.26931488s	0s	0s
24160	23.26983392s		787.776µs	0s	0s	23.269046144s	0s	0s
24377	23.269738944s		771.2µs	0s	0s	23.268967744s	0s	0s
24275	23.269572288s		820.864µs	0s	0s	23.268751424s	0s	0s
24477	23.269314944s		771.2µs	0s	0s	23.268543744s	0s	0s
24159	23.269043456s		826.624µs	0s	0s	23.268216832s	0s	0s
24376	23.268966016s		805.312µs	0s	0s	23.268160704s	0s	0s
24274	23.268749888s		925.632µs	0s	0s	23.267824256s	0s	0s
24476	23.268543808s		771.2µs	0s	0s	23.267772608s	0s	0s
24158	23.268216448s		774.912µs	0s	0s	23.267441536s	0s	0s
24375	23.268160768s		772.416µs	0s	0s	23.267388352s	0s	0s
24273	23.267822592s		822.272µs	0s	0s	23.26700032s	0s	0s
24475	23.267802432s		773.568µs	0s	0s	23.267028864s	0s	0s
24157	23.267441216s		808.512µs	0s	0s	23.266632704s	0s	0s
24374	23.26738816s		783.488µs	0s	0s	23.266604672s	0s	0s
24474	23.267028864s		771.136µs	0s	0s	23.266257728s	0s	0s
24272	23.266999104s		771.264µs	0s	0s	23.26622784s	0s	0s
24156	23.266632768s		771.136µs	0s	0s	23.265861632s	0s	0s
24373	23.266604736s		771.2µs	0s	0s	23.265833536s	0s	0s
24473	23.266257728s		771.136µs	0s	0s	23.265486592s	0s	0s
24271	23.266227904s		771.2µs	0s	0s	23.265456704s	0s	0s
24155	23.265879424s		771.2µs	0s	0s	23.265108224s	0s	0s
24372	23.265833536s		772.992µs	0s	0s	23.265060544s	0s	0s
24472	23.265486656s		771.136µs	0s	0s	23.26471552s	0s	0s
24270	23.265456704s		771.2µs	0s	0s	23.264685504s	0s	0s
24154	23.265108288s		771.2µs	0s	0s	23.264337088s	0s	0s
24371	23.265060672s		771.2µs	0s	0s	23.264289472s	0s	0s
24471	23.264715584s		771.2µs	0s	0s	23.263944384s	0s	0s
24269	23.264685504s		771.2µs	0s	0s	23.263914304s	0s	0s
24153	23.264337152s		771.392µs	0s	0s	23.26356576s	0s	0s
24370	23.264289536s		771.2µs	0s	0s	23.263518336s	0s	0s
24470	23.263944512s		771.2µs	0s	0s	23.263173312s	0s	0s
24268	23.26391392s		771.328µs	0s	0s	23.263142592s	0s	0s
24152	23.263564736s		855.808µs	0s	0s	23.262708928s	0s	0s
24369	23.263518208s		771.136µs	0s	0s	23.262747072s	0s	0s
24469	23.263173312s		771.328µs	0s	0s	23.262401984s	0s	0s
24267	23.26315904s		783.936µs	0s	0s	23.262375104s	0s	0s
24151	23.262713088s		852.096µs	0s	0s	23.261860992s	0s	0s
24468	23.262401152s		1.002688ms	0s	0s	23.261398464s	0s	0s
24266	23.262373632s		907.776µs	0s	0s	23.261465856s	0s	0s
24588	23.261999744s		784.384µs	0s	0s	23.26121536s	0s	0s
24368	23.2619616s		771.264µs	0s	0s	23.261190336s	0s	0s
24150	23.261860992s		771.136µs	0s	0s	23.261089856s	0s	0s
24265	23.261465792s		776.576µs	0s	0s	23.260689216s	0s	0s
24467	23.261397504s		911.488µs	0s	0s	23.260486016s	0s	0s
24367	23.261196224s		771.2µs	0s	0s	23.260425024s	0s	0s
24149	23.261089856s		771.136µs	0s	0s	23.26031872s	0s	0s
24264	23.26068928s		771.2µs	0s	0s	23.25991808s	0s	0s
24466	23.260486016s		774.016µs	0s	0s	23.259712s	0s	0s
24366	23.260425024s		773.888µs	0s	0s	23.259651136s	0s	0s
24148	23.260318784s		771.136µs	0s	0s	23.259547648s	0s	0s
24263	23.259918016s		771.2µs	0s	0s	23.259146816s	0s	0s
24465	23.259712064s		771.2µs	0s	0s	23.258940864s	0s	0s
24365	23.2596512s		771.136µs	0s	0s	23.258880064s	0s	0s
24147	23.25954784s		771.264µs	0s	0s	23.258776576s	0s	0s
24262	23.259146688s		775.552µs	0s	0s	23.258371136s	0s	0s
24464	23.258940736s		772.928µs	0s	0s	23.258167808s	0s	0s
24364	23.258880064s		771.328µs	0s	0s	23.258108736s	0s	0s
24146	23.258775872s		819.392µs	0s	0s	23.25795648s	0s	0s
24261	23.258370048s		933.568µs	0s	0s	23.25743648s	0s	0s
24463	23.2581664s		815.488µs	0s	0s	23.257350912s	0s	0s
24363	23.258125504s		950.08µs	0s	0s	23.257175424s	0s	0s
24145	23.257938624s		859.008µs	0s	0s	23.257079616s	0s	0s
24260	23.257436416s		782.592µs	0s	0s	23.256653824s	0s	0s
24462	23.257349952s		961.344µs	0s	0s	23.256388608s	0s	0s
24362	23.257169088s		799.296µs	0s	0s	23.256369792s	0s	0s
24144	23.25707968s		771.2µs	0s	0s	23.25630848s	0s	0s
24259	23.25666016s		771.2µs	0s	0s	23.25588896s	0s	0s
24461	23.256388608s		771.2µs	0s	0s	23.255617408s	0s	0s
24361	23.256369856s		771.2µs	0s	0s	23.255598656s	0s	0s
24143	23.25630848s		772.48µs	0s	0s	23.255536s	0s	0s
24258	23.255889024s		773.12µs	0s	0s	23.255115904s	0s	0s
24067	23.255640384s		778.56µs	0s	0s	23.254861824s	0s	0s
24460	23.255617536s		771.264µs	0s	0s	23.254846272s	0s	0s
